user_id,plan_id,plan_name,billing_cycle,status,mrr,start_date,end_date,cancellation_reason
125,4,Pro,monthly,canceled,49.0,2024-11-12,2025-01-02,Poor support experience
126,2,Starter,monthly,active,15.0,2024-03-14,,
127,5,Pro,annual,active,40.83,2026-04-13,,
128,1,Free,monthly,active,0.0,2025-03-23,,
129,1,Free,monthly,active,0.0,2024-03-19,,
130,3,Starter,annual,active,12.5,2024-09-19,,
131,1,Free,monthly,active,0.0,2025-04-04,,
132,1,Free,monthly,active,0.0,2025-09-10,,
133,6,Enterprise,monthly,active,199.0,2025-02-10,,
134,1,Free,monthly,active,0.0,2026-03-21,,
135,1,Free,monthly,active,0.0,2025-04-06,,
136,1,Free,monthly,active,0.0,2026-01-12,,
137,2,Starter,monthly,canceled,15.0,2025-02-28,2026-05-05,Poor support experience
138,3,Starter,annual,active,12.5,2024-06-29,,
139,6,Enterprise,monthly,canceled,199.0,2025-08-26,2025-11-27,Switched to competitor
140,5,Pro,annual,active,40.83,2025-03-05,,
141,1,Free,monthly,active,0.0,2024-10-29,,
142,5,Pro,annual,active,40.83,2025-10-22,,
143,5,Pro,annual,active,40.83,2026-01-08,,
144,1,Free,monthly,active,0.0,2025-01-11,,
145,1,Free,monthly,active,0.0,2026-03-31,,
146,4,Pro,monthly,active,49.0,2024-03-26,,
147,5,Pro,annual,canceled,40.83,2024-03-15,2025-10-01,No longer needed
148,6,Enterprise,monthly,active,199.0,2026-05-10,,
149,4,Pro,monthly,canceled,49.0,2024-07-29,2026-03-24,No longer needed
150,4,Pro,monthly,active,49.0,2024-11-04,,
151,4,Pro,monthly,canceled,49.0,2025-10-09,2025-12-18,Missing features
152,1,Free,monthly,active,0.0,2025-06-20,,
153,4,Pro,monthly,active,49.0,2026-01-02,,
154,6,Enterprise,monthly,active,199.0,2024-08-11,,
155,1,Free,monthly,canceled,0.0,2024-04-11,2025-01-18,Missing features
156,2,Starter,monthly,canceled,15.0,2025-02-11,2025-09-29,Poor support experience
157,2,Starter,monthly,active,15.0,2024-05-07,,
158,1,Free,monthly,active,0.0,2026-03-27,,
159,2,Starter,monthly,active,15.0,2024-03-22,,
160,5,Pro,annual,active,40.83,2026-05-13,,
161,1,Free,monthly,active,0.0,2024-02-01,,
162,6,Enterprise,monthly,active,199.0,2024-06-22,,
163,3,Starter,annual,active,12.5,2025-02-25,,
164,3,Starter,annual,upgraded,12.5,2026-04-18,2026-06-30,
165,3,Starter,annual,canceled,12.5,2024-03-30,2025-10-11,Budget cuts
166,2,Starter,monthly,canceled,15.0,2026-04-17,2026-05-07,Too expensive
167,1,Free,monthly,canceled,0.0,2025-01-12,2026-05-24,No longer needed
168,1,Free,monthly,upgraded,0.0,2026-04-23,2026-06-30,
169,7,Enterprise,annual,active,165.83,2024-12-24,,
170,2,Starter,monthly,canceled,15.0,2024-11-26,2025-07-13,Poor support experience
171,3,Starter,annual,canceled,12.5,2024-05-08,2026-03-09,Poor support experience
172,1,Free,monthly,active,0.0,2024-12-11,,
173,1,Free,monthly,active,0.0,2025-03-02,,
174,7,Enterprise,annual,canceled,165.83,2025-07-18,2025-08-12,Switched to competitor
175,1,Free,monthly,canceled,0.0,2025-03-18,2025-09-26,Missing features
176,5,Pro,annual,active,40.83,2024-10-12,,
177,4,Pro,monthly,canceled,49.0,2025-05-10,2025-06-01,Too expensive
178,1,Free,monthly,active,0.0,2024-09-03,,
179,1,Free,monthly,upgraded,0.0,2026-05-17,2026-06-30,
180,1,Free,monthly,active,0.0,2024-07-18,,
181,4,Pro,monthly,active,49.0,2024-05-11,,
182,2,Starter,monthly,active,15.0,2025-06-08,,
183,4,Pro,monthly,canceled,49.0,2025-01-24,2025-05-07,Switched to competitor
184,1,Free,monthly,canceled,0.0,2025-05-16,2026-05-09,Poor support experience
185,1,Free,monthly,canceled,0.0,2025-09-03,2026-06-04,No longer needed
186,4,Pro,monthly,active,49.0,2025-10-30,,
187,1,Free,monthly,active,0.0,2024-11-17,,
188,3,Starter,annual,canceled,12.5,2024-07-31,2025-07-27,Poor support experience
189,1,Free,monthly,canceled,0.0,2026-03-10,2026-05-30,Missing features
190,1,Free,monthly,canceled,0.0,2024-08-18,2025-03-14,Switched to competitor
191,4,Pro,monthly,active,49.0,2024-10-21,,
192,3,Starter,annual,active,12.5,2026-04-25,,
193,7,Enterprise,annual,active,165.83,2024-12-11,,
194,2,Starter,monthly,active,15.0,2024-12-04,,
195,4,Pro,monthly,canceled,49.0,2026-02-20,2026-06-08,Poor support experience
196,6,Enterprise,monthly,active,199.0,2024-10-13,,
197,1,Free,monthly,canceled,0.0,2024-01-10,2024-10-17,Too expensive
198,2,Starter,monthly,active,15.0,2026-05-21,,
199,1,Free,monthly,active,0.0,2026-01-24,,
200,3,Starter,annual,active,12.5,2024-12-28,,
201,4,Pro,monthly,active,49.0,2025-07-05,,
202,2,Starter,monthly,active,15.0,2024-11-10,,
203,5,Pro,annual,active,40.83,2025-10-22,,
204,7,Enterprise,annual,canceled,165.83,2026-05-26,2026-06-23,Too expensive
205,4,Pro,monthly,active,49.0,2024-03-20,,
206,2,Starter,monthly,canceled,15.0,2025-03-28,2026-01-18,Too expensive
207,6,Enterprise,monthly,active,199.0,2025-05-05,,
208,2,Starter,monthly,active,15.0,2025-08-15,,
209,4,Pro,monthly,active,49.0,2024-10-20,,
210,6,Enterprise,monthly,active,199.0,2024-07-04,,
211,1,Free,monthly,active,0.0,2026-01-15,,
212,7,Enterprise,annual,active,165.83,2024-10-06,,
213,7,Enterprise,annual,active,165.83,2024-09-09,,
214,1,Free,monthly,canceled,0.0,2025-07-06,2025-10-31,Poor support experience
215,4,Pro,monthly,active,49.0,2026-03-02,,
216,1,Free,monthly,canceled,0.0,2025-07-24,2026-03-22,No longer needed
217,5,Pro,annual,active,40.83,2025-02-22,,
218,1,Free,monthly,active,0.0,2024-02-29,,
219,1,Free,monthly,active,0.0,2024-07-06,,
220,7,Enterprise,annual,canceled,165.83,2024-09-30,2025-05-12,Budget cuts
221,4,Pro,monthly,active,49.0,2025-12-13,,
222,1,Free,monthly,canceled,0.0,2024-09-24,2025-09-25,Poor support experience
223,1,Free,monthly,active,0.0,2024-11-16,,
224,1,Free,monthly,active,0.0,2024-06-05,,
225,1,Free,monthly,active,0.0,2025-04-16,,
226,6,Enterprise,monthly,active,199.0,2024-07-04,,
227,4,Pro,monthly,canceled,49.0,2024-08-11,2026-01-04,Budget cuts
228,6,Enterprise,monthly,active,199.0,2025-10-09,,
229,2,Starter,monthly,active,15.0,2024-05-18,,
230,5,Pro,annual,active,40.83,2025-08-13,,
231,1,Free,monthly,active,0.0,2025-01-21,,
232,1,Free,monthly,active,0.0,2024-02-13,,
233,4,Pro,monthly,active,49.0,2025-11-04,,
234,3,Starter,annual,canceled,12.5,2024-06-15,2025-02-27,Too expensive
235,1,Free,monthly,active,0.0,2026-02-02,,
236,1,Free,monthly,active,0.0,2024-01-31,,
237,2,Starter,monthly,canceled,15.0,2026-03-01,2026-05-09,Poor support experience
238,1,Free,monthly,active,0.0,2025-01-04,,
239,1,Free,monthly,active,0.0,2025-07-24,,
240,1,Free,monthly,canceled,0.0,2024-10-25,2026-05-11,Budget cuts
241,7,Enterprise,annual,active,165.83,2024-07-10,,
242,2,Starter,monthly,canceled,15.0,2024-09-14,2024-11-17,Poor support experience
243,1,Free,monthly,active,0.0,2026-05-11,,
244,1,Free,monthly,active,0.0,2025-09-09,,
245,1,Free,monthly,canceled,0.0,2025-01-20,2025-05-22,No longer needed
246,5,Pro,annual,canceled,40.83,2026-04-28,2026-05-25,Poor support experience
247,2,Starter,monthly,active,15.0,2025-10-10,,
248,2,Starter,monthly,active,15.0,2025-09-09,,
249,7,Enterprise,annual,downgraded,165.83,2026-05-15,2026-06-30,
250,1,Free,monthly,canceled,0.0,2024-08-23,2026-04-05,Poor support experience
251,1,Free,monthly,active,0.0,2025-04-19,,
252,1,Free,monthly,canceled,0.0,2026-05-01,2026-06-25,Too expensive
253,5,Pro,annual,active,40.83,2026-03-09,,
254,7,Enterprise,annual,canceled,165.83,2026-05-24,2026-06-18,Poor support experience
255,3,Starter,annual,canceled,12.5,2025-10-17,2026-04-12,No longer needed
256,2,Starter,monthly,active,15.0,2024-12-14,,
257,1,Free,monthly,canceled,0.0,2026-02-26,2026-05-14,Budget cuts
258,1,Free,monthly,active,0.0,2025-09-24,,
259,1,Free,monthly,active,0.0,2024-11-08,,
260,1,Free,monthly,canceled,0.0,2025-10-12,2026-02-04,Missing features
261,2,Starter,monthly,canceled,15.0,2024-02-24,2026-03-28,Budget cuts
262,4,Pro,monthly,active,49.0,2025-12-28,,
263,1,Free,monthly,active,0.0,2024-10-22,,
264,2,Starter,monthly,canceled,15.0,2026-04-23,2026-06-01,Too expensive
265,1,Free,monthly,upgraded,0.0,2026-06-14,2026-06-30,
266,1,Free,monthly,active,0.0,2026-04-10,,
267,2,Starter,monthly,active,15.0,2026-06-04,,
268,1,Free,monthly,upgraded,0.0,2026-05-28,2026-06-30,
269,2,Starter,monthly,active,15.0,2024-09-12,,
270,5,Pro,annual,active,40.83,2025-05-11,,
271,2,Starter,monthly,active,15.0,2025-08-18,,
272,2,Starter,monthly,active,15.0,2024-12-24,,
273,2,Starter,monthly,active,15.0,2025-11-29,,
274,2,Starter,monthly,active,15.0,2025-03-14,,
275,1,Free,monthly,canceled,0.0,2024-03-25,2026-03-18,No longer needed
276,1,Free,monthly,canceled,0.0,2024-01-02,2026-02-23,Budget cuts
277,1,Free,monthly,active,0.0,2025-12-11,,
278,1,Free,monthly,canceled,0.0,2025-01-26,2026-01-09,Too expensive
279,2,Starter,monthly,active,15.0,2024-12-25,,
280,1,Free,monthly,canceled,0.0,2026-02-09,2026-06-13,Missing features
281,3,Starter,annual,active,12.5,2025-10-04,,
282,7,Enterprise,annual,active,165.83,2025-11-24,,
283,3,Starter,annual,active,12.5,2025-12-02,,
284,2,Starter,monthly,active,15.0,2025-01-09,,
285,1,Free,monthly,active,0.0,2024-05-25,,
286,1,Free,monthly,active,0.0,2025-10-12,,
287,1,Free,monthly,active,0.0,2025-10-11,,
288,1,Free,monthly,canceled,0.0,2025-03-20,2026-05-03,Missing features
289,1,Free,monthly,canceled,0.0,2024-06-16,2025-05-06,No longer needed
290,1,Free,monthly,active,0.0,2026-05-21,,
291,3,Starter,annual,active,12.5,2025-04-11,,
292,4,Pro,monthly,canceled,49.0,2024-08-21,2025-08-26,Missing features
293,4,Pro,monthly,active,49.0,2026-05-28,,
294,5,Pro,annual,canceled,40.83,2025-04-18,2025-08-29,Too expensive
295,6,Enterprise,monthly,active,199.0,2026-05-07,,
296,1,Free,monthly,active,0.0,2025-04-20,,
297,2,Starter,monthly,canceled,15.0,2024-05-18,2025-09-10,No longer needed
298,1,Free,monthly,canceled,0.0,2024-07-29,2026-01-18,Budget cuts
299,4,Pro,monthly,upgraded,49.0,2026-05-15,2026-06-30,
300,7,Enterprise,annual,active,165.83,2025-09-16,,
301,1,Free,monthly,canceled,0.0,2025-04-08,2026-06-10,Too expensive
302,1,Free,monthly,active,0.0,2024-11-17,,
303,3,Starter,annual,canceled,12.5,2026-04-26,2026-05-18,Budget cuts
304,2,Starter,monthly,active,15.0,2024-06-07,,
305,4,Pro,monthly,active,49.0,2024-06-15,,
306,1,Free,monthly,active,0.0,2025-12-03,,
307,7,Enterprise,annual,canceled,165.83,2024-06-29,2025-09-06,Missing features
308,5,Pro,annual,active,40.83,2024-03-31,,
309,6,Enterprise,monthly,canceled,199.0,2026-03-25,2026-06-10,Switched to competitor
310,1,Free,monthly,active,0.0,2025-10-20,,
311,5,Pro,annual,active,40.83,2026-01-05,,
312,3,Starter,annual,upgraded,12.5,2026-04-10,2026-06-30,
313,3,Starter,annual,active,12.5,2025-11-03,,
314,1,Free,monthly,active,0.0,2026-05-09,,
315,5,Pro,annual,active,40.83,2025-11-15,,
316,1,Free,monthly,active,0.0,2024-02-27,,
317,1,Free,monthly,active,0.0,2024-03-01,,
318,4,Pro,monthly,active,49.0,2025-08-23,,
319,1,Free,monthly,active,0.0,2025-12-25,,
320,7,Enterprise,annual,canceled,165.83,2024-12-13,2025-10-24,Poor support experience
321,4,Pro,monthly,canceled,49.0,2024-11-21,2025-02-23,Missing features
322,2,Starter,monthly,active,15.0,2024-06-20,,
323,4,Pro,monthly,active,49.0,2025-12-10,,
324,3,Starter,annual,upgraded,12.5,2026-06-21,2026-06-30,
325,2,Starter,monthly,upgraded,15.0,2026-05-21,2026-06-30,
326,1,Free,monthly,active,0.0,2024-04-05,,
327,1,Free,monthly,active,0.0,2024-02-24,,
328,3,Starter,annual,active,12.5,2024-08-31,,
329,1,Free,monthly,active,0.0,2025-05-06,,
330,2,Starter,monthly,active,15.0,2025-05-15,,
331,4,Pro,monthly,active,49.0,2024-09-26,,
332,3,Starter,annual,active,12.5,2025-06-15,,
333,2,Starter,monthly,active,15.0,2026-06-21,,
334,7,Enterprise,annual,active,165.83,2024-08-21,,
335,5,Pro,annual,active,40.83,2026-01-25,,
336,4,Pro,monthly,active,49.0,2025-06-06,,
337,6,Enterprise,monthly,canceled,199.0,2025-10-16,2026-03-24,Too expensive
338,2,Starter,monthly,active,15.0,2026-06-07,,
339,1,Free,monthly,active,0.0,2025-02-16,,
340,1,Free,monthly,active,0.0,2025-01-16,,
341,4,Pro,monthly,upgraded,49.0,2026-04-29,2026-06-30,
342,4,Pro,monthly,active,49.0,2026-06-07,,
343,1,Free,monthly,canceled,0.0,2024-01-30,2024-08-13,Switched to competitor
344,1,Free,monthly,canceled,0.0,2025-06-01,2026-01-04,Poor support experience
345,1,Free,monthly,active,0.0,2024-12-18,,
346,3,Starter,annual,upgraded,12.5,2026-05-27,2026-06-30,
347,2,Starter,monthly,active,15.0,2025-09-07,,
348,1,Free,monthly,canceled,0.0,2025-04-15,2025-09-13,Switched to competitor
349,5,Pro,annual,active,40.83,2026-01-22,,
350,7,Enterprise,annual,active,165.83,2026-02-17,,
351,6,Enterprise,monthly,active,199.0,2026-03-04,,
352,2,Starter,monthly,active,15.0,2024-12-17,,
353,1,Free,monthly,active,0.0,2026-05-10,,
354,3,Starter,annual,active,12.5,2025-11-01,,
355,1,Free,monthly,canceled,0.0,2025-04-19,2026-06-21,Budget cuts
356,1,Free,monthly,active,0.0,2024-05-02,,
357,1,Free,monthly,active,0.0,2025-04-13,,
358,2,Starter,monthly,active,15.0,2025-05-19,,
359,2,Starter,monthly,canceled,15.0,2025-02-17,2026-01-13,No longer needed
360,1,Free,monthly,canceled,0.0,2025-01-27,2025-05-05,Poor support experience
361,1,Free,monthly,active,0.0,2025-08-25,,
362,1,Free,monthly,active,0.0,2026-06-28,,
363,1,Free,monthly,active,0.0,2026-01-14,,
364,7,Enterprise,annual,active,165.83,2025-11-22,,
365,1,Free,monthly,active,0.0,2025-07-14,,
366,1,Free,monthly,active,0.0,2026-01-08,,
367,1,Free,monthly,active,0.0,2024-08-11,,
368,3,Starter,annual,active,12.5,2024-09-16,,
369,3,Starter,annual,canceled,12.5,2024-04-02,2024-07-23,Switched to competitor
370,1,Free,monthly,active,0.0,2024-08-02,,
371,2,Starter,monthly,upgraded,15.0,2026-05-22,2026-06-30,
372,1,Free,monthly,canceled,0.0,2024-04-26,2024-08-22,Poor support experience
373,2,Starter,monthly,upgraded,15.0,2026-05-14,2026-06-30,
374,1,Free,monthly,active,0.0,2024-01-30,,
375,2,Starter,monthly,active,15.0,2025-07-09,,
376,1,Free,monthly,canceled,0.0,2025-06-19,2026-04-02,Budget cuts
377,5,Pro,annual,active,40.83,2024-06-19,,
378,2,Starter,monthly,active,15.0,2025-02-06,,
379,3,Starter,annual,active,12.5,2024-12-07,,
380,1,Free,monthly,active,0.0,2025-07-16,,
381,1,Free,monthly,canceled,0.0,2025-01-07,2026-04-26,Missing features
382,2,Starter,monthly,canceled,15.0,2024-04-09,2025-12-24,Missing features
383,1,Free,monthly,canceled,0.0,2024-05-28,2025-12-11,Too expensive
384,1,Free,monthly,canceled,0.0,2026-05-22,2026-06-15,No longer needed
385,2,Starter,monthly,upgraded,15.0,2026-05-27,2026-06-30,
386,1,Free,monthly,active,0.0,2025-07-10,,
387,1,Free,monthly,active,0.0,2025-01-31,,
388,7,Enterprise,annual,canceled,165.83,2024-12-01,2025-02-16,Too expensive
389,3,Starter,annual,canceled,12.5,2025-12-17,2026-05-24,Budget cuts
390,2,Starter,monthly,active,15.0,2025-12-28,,
391,1,Free,monthly,active,0.0,2025-06-19,,
392,1,Free,monthly,active,0.0,2026-05-09,,
393,1,Free,monthly,active,0.0,2026-01-30,,
394,2,Starter,monthly,active,15.0,2025-03-02,,
395,4,Pro,monthly,active,49.0,2025-10-10,,
396,5,Pro,annual,active,40.83,2026-02-12,,
397,1,Free,monthly,canceled,0.0,2026-05-16,2026-06-23,Switched to competitor
398,5,Pro,annual,active,40.83,2026-03-09,,
399,2,Starter,monthly,canceled,15.0,2024-06-12,2024-07-25,Missing features
400,1,Free,monthly,canceled,0.0,2026-04-16,2026-05-31,Budget cuts
401,1,Free,monthly,active,0.0,2025-09-28,,
402,2,Starter,monthly,active,15.0,2024-01-26,,
403,2,Starter,monthly,active,15.0,2024-04-08,,
404,4,Pro,monthly,active,49.0,2025-01-23,,
405,3,Starter,annual,active,12.5,2025-04-15,,
406,3,Starter,annual,active,12.5,2025-02-21,,
407,1,Free,monthly,active,0.0,2026-02-13,,
408,1,Free,monthly,active,0.0,2026-03-24,,
409,5,Pro,annual,active,40.83,2025-01-27,,
410,2,Starter,monthly,canceled,15.0,2024-05-24,2026-06-06,Poor support experience
411,7,Enterprise,annual,canceled,165.83,2025-08-17,2026-02-14,Too expensive
412,1,Free,monthly,active,0.0,2026-05-21,,
413,1,Free,monthly,active,0.0,2024-12-04,,
414,4,Pro,monthly,active,49.0,2026-04-18,,
415,1,Free,monthly,active,0.0,2025-01-28,,
416,3,Starter,annual,active,12.5,2025-07-23,,
417,1,Free,monthly,canceled,0.0,2024-07-20,2025-12-11,Poor support experience
418,6,Enterprise,monthly,canceled,199.0,2025-07-16,2026-01-11,Switched to competitor
419,4,Pro,monthly,canceled,49.0,2025-02-05,2025-04-05,Switched to competitor
420,1,Free,monthly,canceled,0.0,2026-03-14,2026-05-02,Budget cuts
421,1,Free,monthly,active,0.0,2025-04-23,,
422,4,Pro,monthly,active,49.0,2026-02-08,,
423,2,Starter,monthly,active,15.0,2025-07-11,,
424,6,Enterprise,monthly,active,199.0,2025-08-04,,
425,1,Free,monthly,canceled,0.0,2024-03-19,2025-08-05,Poor support experience
426,3,Starter,annual,active,12.5,2026-04-10,,
427,7,Enterprise,annual,active,165.83,2024-08-25,,
428,3,Starter,annual,canceled,12.5,2025-02-19,2025-05-18,Poor support experience
429,1,Free,monthly,active,0.0,2025-04-27,,
430,3,Starter,annual,active,12.5,2024-11-05,,
431,3,Starter,annual,active,12.5,2025-12-07,,
432,6,Enterprise,monthly,canceled,199.0,2025-07-10,2025-09-13,Switched to competitor
433,2,Starter,monthly,upgraded,15.0,2026-06-14,2026-06-30,
434,1,Free,monthly,active,0.0,2025-03-11,,
435,1,Free,monthly,active,0.0,2024-01-06,,
436,4,Pro,monthly,active,49.0,2024-06-07,,
437,2,Starter,monthly,canceled,15.0,2025-02-27,2025-10-26,No longer needed
438,1,Free,monthly,canceled,0.0,2026-01-23,2026-04-27,No longer needed
439,2,Starter,monthly,active,15.0,2026-05-18,,
440,2,Starter,monthly,canceled,15.0,2025-04-27,2025-06-28,Budget cuts
441,2,Starter,monthly,canceled,15.0,2026-02-03,2026-02-23,Switched to competitor
442,1,Free,monthly,canceled,0.0,2026-05-20,2026-06-25,Budget cuts
443,5,Pro,annual,active,40.83,2025-01-27,,
444,4,Pro,monthly,active,49.0,2025-06-14,,
445,1,Free,monthly,active,0.0,2024-08-19,,
446,2,Starter,monthly,active,15.0,2025-05-30,,
